LAMMPS data file via write_data, version 29 Oct 2020, timestep = 117

680 atoms
1 atom types

0.0 41.93 xlo xhi
0.0 41.15 ylo yhi
0.0 50.0 zlo zhi

Masses

1 12.0107

Atoms # charge

1  1 0.0  0.3492  0.6069  6.0000
2  1 0.0  1.7468  0.6069  6.0000
3  1 0.0  2.4457  1.8172  6.0000
4  1 0.0  3.8433  1.8172  6.0000
5  1 0.0  0.3492  3.0275  6.0000
6  1 0.0  1.7468  3.0275  6.0000
7  1 0.0  2.4457  4.2378  6.0000
8  1 0.0  3.8433  4.2378  6.0000
9  1 0.0  0.3492  5.4481  6.0000
10  1 0.0  1.7468  5.4481  6.0000
11  1 0.0  2.4457  6.6584  6.0000
12  1 0.0  3.8433  6.6584  6.0000
13  1 0.0  0.3492  7.8687  6.0000
14  1 0.0  1.7468  7.8687  6.0000
15  1 0.0  2.4457  9.0790  6.0000
16  1 0.0  3.8433  9.0790  6.0000
17  1 0.0  0.3492  10.2893  6.0000
18  1 0.0  1.7468  10.2893  6.0000
19  1 0.0  2.4457  11.4996  6.0000
20  1 0.0  3.8433  11.4996  6.0000
21  1 0.0  0.3492  12.7099  6.0000
22  1 0.0  1.7468  12.7099  6.0000
23  1 0.0  2.4457  13.9202  6.0000
24  1 0.0  3.8433  13.9202  6.0000
25  1 0.0  0.3492  15.1305  6.0000
26  1 0.0  1.7468  15.1305  6.0000
27  1 0.0  2.4457  16.3408  6.0000
28  1 0.0  3.8433  16.3408  6.0000
29  1 0.0  0.3492  17.5511  6.0000
30  1 0.0  1.7468  17.5511  6.0000
31  1 0.0  2.4457  18.7614  6.0000
32  1 0.0  3.8433  18.7614  6.0000
33  1 0.0  0.3492  19.9717  6.0000
34  1 0.0  1.7468  19.9717  6.0000
35  1 0.0  2.4457  21.1819  6.0000
36  1 0.0  3.8433  21.1819  6.0000
37  1 0.0  0.3492  22.3922  6.0000
38  1 0.0  1.7468  22.3922  6.0000
39  1 0.0  2.4457  23.6025  6.0000
40  1 0.0  3.8433  23.6025  6.0000
41  1 0.0  0.3492  24.8128  6.0000
42  1 0.0  1.7468  24.8128  6.0000
43  1 0.0  2.4457  26.0231  6.0000
44  1 0.0  3.8433  26.0231  6.0000
45  1 0.0  0.3492  27.2334  6.0000
46  1 0.0  1.7468  27.2334  6.0000
47  1 0.0  2.4457  28.4437  6.0000
48  1 0.0  3.8433  28.4437  6.0000
49  1 0.0  0.3492  29.6540  6.0000
50  1 0.0  1.7468  29.6540  6.0000
51  1 0.0  2.4457  30.8643  6.0000
52  1 0.0  3.8433  30.8643  6.0000
53  1 0.0  0.3492  32.0746  6.0000
54  1 0.0  1.7468  32.0746  6.0000
55  1 0.0  2.4457  33.2849  6.0000
56  1 0.0  3.8433  33.2849  6.0000
57  1 0.0  0.3492  34.4952  6.0000
58  1 0.0  1.7468  34.4952  6.0000
59  1 0.0  2.4457  35.7055  6.0000
60  1 0.0  3.8433  35.7055  6.0000
61  1 0.0  0.3492  36.9158  6.0000
62  1 0.0  1.7468  36.9158  6.0000
63  1 0.0  2.4457  38.1261  6.0000
64  1 0.0  3.8433  38.1261  6.0000
65  1 0.0  0.3492  39.3364  6.0000
66  1 0.0  1.7468  39.3364  6.0000
67  1 0.0  2.4457  40.5467  6.0000
68  1 0.0  3.8433  40.5467  6.0000
69  1 0.0  4.5422  0.6069  6.0000
70  1 0.0  5.9398  0.6069  6.0000
71  1 0.0  6.6387  1.8172  6.0000
72  1 0.0  8.0363  1.8172  6.0000
73  1 0.0  4.5422  3.0275  6.0000
74  1 0.0  5.9398  3.0275  6.0000
75  1 0.0  6.6387  4.2378  6.0000
76  1 0.0  8.0363  4.2378  6.0000
77  1 0.0  4.5422  5.4481  6.0000
78  1 0.0  5.9398  5.4481  6.0000
79  1 0.0  6.6387  6.6584  6.0000
80  1 0.0  8.0363  6.6584  6.0000
81  1 0.0  4.5422  7.8687  6.0000
82  1 0.0  5.9398  7.8687  6.0000
83  1 0.0  6.6387  9.0790  6.0000
84  1 0.0  8.0363  9.0790  6.0000
85  1 0.0  4.5422  10.2893  6.0000
86  1 0.0  5.9398  10.2893  6.0000
87  1 0.0  6.6387  11.4996  6.0000
88  1 0.0  8.0363  11.4996  6.0000
89  1 0.0  4.5422  12.7099  6.0000
90  1 0.0  5.9398  12.7099  6.0000
91  1 0.0  6.6387  13.9202  6.0000
92  1 0.0  8.0363  13.9202  6.0000
93  1 0.0  4.5422  15.1305  6.0000
94  1 0.0  5.9398  15.1305  6.0000
95  1 0.0  6.6387  16.3408  6.0000
96  1 0.0  8.0363  16.3408  6.0000
97  1 0.0  4.5422  17.5511  6.0000
98  1 0.0  5.9398  17.5511  6.0000
99  1 0.0  6.6387  18.7614  6.0000
100  1 0.0  8.0363  18.7614  6.0000
101  1 0.0  4.5422  19.9717  6.0000
102  1 0.0  5.9398  19.9717  6.0000
103  1 0.0  6.6387  21.1819  6.0000
104  1 0.0  8.0363  21.1819  6.0000
105  1 0.0  4.5422  22.3922  6.0000
106  1 0.0  5.9398  22.3922  6.0000
107  1 0.0  6.6387  23.6025  6.0000
108  1 0.0  8.0363  23.6025  6.0000
109  1 0.0  4.5422  24.8128  6.0000
110  1 0.0  5.9398  24.8128  6.0000
111  1 0.0  6.6387  26.0231  6.0000
112  1 0.0  8.0363  26.0231  6.0000
113  1 0.0  4.5422  27.2334  6.0000
114  1 0.0  5.9398  27.2334  6.0000
115  1 0.0  6.6387  28.4437  6.0000
116  1 0.0  8.0363  28.4437  6.0000
117  1 0.0  4.5422  29.6540  6.0000
118  1 0.0  5.9398  29.6540  6.0000
119  1 0.0  6.6387  30.8643  6.0000
120  1 0.0  8.0363  30.8643  6.0000
121  1 0.0  4.5422  32.0746  6.0000
122  1 0.0  5.9398  32.0746  6.0000
123  1 0.0  6.6387  33.2849  6.0000
124  1 0.0  8.0363  33.2849  6.0000
125  1 0.0  4.5422  34.4952  6.0000
126  1 0.0  5.9398  34.4952  6.0000
127  1 0.0  6.6387  35.7055  6.0000
128  1 0.0  8.0363  35.7055  6.0000
129  1 0.0  4.5422  36.9158  6.0000
130  1 0.0  5.9398  36.9158  6.0000
131  1 0.0  6.6387  38.1261  6.0000
132  1 0.0  8.0363  38.1261  6.0000
133  1 0.0  4.5422  39.3364  6.0000
134  1 0.0  5.9398  39.3364  6.0000
135  1 0.0  6.6387  40.5467  6.0000
136  1 0.0  8.0363  40.5467  6.0000
137  1 0.0  8.7352  0.6069  6.0000
138  1 0.0  10.1328  0.6069  6.0000
139  1 0.0  10.8317  1.8172  6.0000
140  1 0.0  12.2293  1.8172  6.0000
141  1 0.0  8.7352  3.0275  6.0000
142  1 0.0  10.1328  3.0275  6.0000
143  1 0.0  10.8317  4.2378  6.0000
144  1 0.0  12.2293  4.2378  6.0000
145  1 0.0  8.7352  5.4481  6.0000
146  1 0.0  10.1328  5.4481  6.0000
147  1 0.0  10.8317  6.6584  6.0000
148  1 0.0  12.2293  6.6584  6.0000
149  1 0.0  8.7352  7.8687  6.0000
150  1 0.0  10.1328  7.8687  6.0000
151  1 0.0  10.8317  9.0790  6.0000
152  1 0.0  12.2293  9.0790  6.0000
153  1 0.0  8.7352  10.2893  6.0000
154  1 0.0  10.1328  10.2893  6.0000
155  1 0.0  10.8317  11.4996  6.0000
156  1 0.0  12.2293  11.4996  6.0000
157  1 0.0  8.7352  12.7099  6.0000
158  1 0.0  10.1328  12.7099  6.0000
159  1 0.0  10.8317  13.9202  6.0000
160  1 0.0  12.2293  13.9202  6.0000
161  1 0.0  8.7352  15.1305  6.0000
162  1 0.0  10.1328  15.1305  6.0000
163  1 0.0  10.8317  16.3408  6.0000
164  1 0.0  12.2293  16.3408  6.0000
165  1 0.0  8.7352  17.5511  6.0000
166  1 0.0  10.1328  17.5511  6.0000
167  1 0.0  10.8317  18.7614  6.0000
168  1 0.0  12.2293  18.7614  6.0000
169  1 0.0  8.7352  19.9717  6.0000
170  1 0.0  10.1328  19.9717  6.0000
171  1 0.0  10.8317  21.1819  6.0000
172  1 0.0  12.2293  21.1819  6.0000
173  1 0.0  8.7352  22.3922  6.0000
174  1 0.0  10.1328  22.3922  6.0000
175  1 0.0  10.8317  23.6025  6.0000
176  1 0.0  12.2293  23.6025  6.0000
177  1 0.0  8.7352  24.8128  6.0000
178  1 0.0  10.1328  24.8128  6.0000
179  1 0.0  10.8317  26.0231  6.0000
180  1 0.0  12.2293  26.0231  6.0000
181  1 0.0  8.7352  27.2334  6.0000
182  1 0.0  10.1328  27.2334  6.0000
183  1 0.0  10.8317  28.4437  6.0000
184  1 0.0  12.2293  28.4437  6.0000
185  1 0.0  8.7352  29.6540  6.0000
186  1 0.0  10.1328  29.6540  6.0000
187  1 0.0  10.8317  30.8643  6.0000
188  1 0.0  12.2293  30.8643  6.0000
189  1 0.0  8.7352  32.0746  6.0000
190  1 0.0  10.1328  32.0746  6.0000
191  1 0.0  10.8317  33.2849  6.0000
192  1 0.0  12.2293  33.2849  6.0000
193  1 0.0  8.7352  34.4952  6.0000
194  1 0.0  10.1328  34.4952  6.0000
195  1 0.0  10.8317  35.7055  6.0000
196  1 0.0  12.2293  35.7055  6.0000
197  1 0.0  8.7352  36.9158  6.0000
198  1 0.0  10.1328  36.9158  6.0000
199  1 0.0  10.8317  38.1261  6.0000
200  1 0.0  12.2293  38.1261  6.0000
201  1 0.0  8.7352  39.3364  6.0000
202  1 0.0  10.1328  39.3364  6.0000
203  1 0.0  10.8317  40.5467  6.0000
204  1 0.0  12.2293  40.5467  6.0000
205  1 0.0  12.9282  0.6069  6.0000
206  1 0.0  14.3258  0.6069  6.0000
207  1 0.0  15.0247  1.8172  6.0000
208  1 0.0  16.4223  1.8172  6.0000
209  1 0.0  12.9282  3.0275  6.0000
210  1 0.0  14.3258  3.0275  6.0000
211  1 0.0  15.0247  4.2378  6.0000
212  1 0.0  16.4223  4.2378  6.0000
213  1 0.0  12.9282  5.4481  6.0000
214  1 0.0  14.3258  5.4481  6.0000
215  1 0.0  15.0247  6.6584  6.0000
216  1 0.0  16.4223  6.6584  6.0000
217  1 0.0  12.9282  7.8687  6.0000
218  1 0.0  14.3258  7.8687  6.0000
219  1 0.0  15.0247  9.0790  6.0000
220  1 0.0  16.4223  9.0790  6.0000
221  1 0.0  12.9282  10.2893  6.0000
222  1 0.0  14.3258  10.2893  6.0000
223  1 0.0  15.0247  11.4996  6.0000
224  1 0.0  16.4223  11.4996  6.0000
225  1 0.0  12.9282  12.7099  6.0000
226  1 0.0  14.3258  12.7099  6.0000
227  1 0.0  15.0247  13.9202  6.0000
228  1 0.0  16.4223  13.9202  6.0000
229  1 0.0  12.9282  15.1305  6.0000
230  1 0.0  14.3258  15.1305  6.0000
231  1 0.0  15.0247  16.3408  6.0000
232  1 0.0  16.4223  16.3408  6.0000
233  1 0.0  12.9282  17.5511  6.0000
234  1 0.0  14.3258  17.5511  6.0000
235  1 0.0  15.0247  18.7614  6.0000
236  1 0.0  16.4223  18.7614  6.0000
237  1 0.0  12.9282  19.9717  6.0000
238  1 0.0  14.3258  19.9717  6.0000
239  1 0.0  15.0247  21.1819  6.0000
240  1 0.0  16.4223  21.1819  6.0000
241  1 0.0  12.9282  22.3922  6.0000
242  1 0.0  14.3258  22.3922  6.0000
243  1 0.0  15.0247  23.6025  6.0000
244  1 0.0  16.4223  23.6025  6.0000
245  1 0.0  12.9282  24.8128  6.0000
246  1 0.0  14.3258  24.8128  6.0000
247  1 0.0  15.0247  26.0231  6.0000
248  1 0.0  16.4223  26.0231  6.0000
249  1 0.0  12.9282  27.2334  6.0000
250  1 0.0  14.3258  27.2334  6.0000
251  1 0.0  15.0247  28.4437  6.0000
252  1 0.0  16.4223  28.4437  6.0000
253  1 0.0  12.9282  29.6540  6.0000
254  1 0.0  14.3258  29.6540  6.0000
255  1 0.0  15.0247  30.8643  6.0000
256  1 0.0  16.4223  30.8643  6.0000
257  1 0.0  12.9282  32.0746  6.0000
258  1 0.0  14.3258  32.0746  6.0000
259  1 0.0  15.0247  33.2849  6.0000
260  1 0.0  16.4223  33.2849  6.0000
261  1 0.0  12.9282  34.4952  6.0000
262  1 0.0  14.3258  34.4952  6.0000
263  1 0.0  15.0247  35.7055  6.0000
264  1 0.0  16.4223  35.7055  6.0000
265  1 0.0  12.9282  36.9158  6.0000
266  1 0.0  14.3258  36.9158  6.0000
267  1 0.0  15.0247  38.1261  6.0000
268  1 0.0  16.4223  38.1261  6.0000
269  1 0.0  12.9282  39.3364  6.0000
270  1 0.0  14.3258  39.3364  6.0000
271  1 0.0  15.0247  40.5467  6.0000
272  1 0.0  16.4223  40.5467  6.0000
273  1 0.0  17.1212  0.6069  6.0000
274  1 0.0  18.5188  0.6069  6.0000
275  1 0.0  19.2177  1.8172  6.0000
276  1 0.0  20.6153  1.8172  6.0000
277  1 0.0  17.1212  3.0275  6.0000
278  1 0.0  18.5188  3.0275  6.0000
279  1 0.0  19.2177  4.2378  6.0000
280  1 0.0  20.6153  4.2378  6.0000
281  1 0.0  17.1212  5.4481  6.0000
282  1 0.0  18.5188  5.4481  6.0000
283  1 0.0  19.2177  6.6584  6.0000
284  1 0.0  20.6153  6.6584  6.0000
285  1 0.0  17.1212  7.8687  6.0000
286  1 0.0  18.5188  7.8687  6.0000
287  1 0.0  19.2177  9.0790  6.0000
288  1 0.0  20.6153  9.0790  6.0000
289  1 0.0  17.1212  10.2893  6.0000
290  1 0.0  18.5188  10.2893  6.0000
291  1 0.0  19.2177  11.4996  6.0000
292  1 0.0  20.6153  11.4996  6.0000
293  1 0.0  17.1212  12.7099  6.0000
294  1 0.0  18.5188  12.7099  6.0000
295  1 0.0  19.2177  13.9202  6.0000
296  1 0.0  20.6153  13.9202  6.0000
297  1 0.0  17.1212  15.1305  6.0000
298  1 0.0  18.5188  15.1305  6.0000
299  1 0.0  19.2177  16.3408  6.0000
300  1 0.0  20.6153  16.3408  6.0000
301  1 0.0  17.1212  17.5511  6.0000
302  1 0.0  18.5188  17.5511  6.0000
303  1 0.0  19.9165  19.4602  6.0000
304  1 0.0  19.9165  18.0626  6.0000
305  1 0.0  17.1212  19.9717  6.0000
306  1 0.0  18.5188  19.9717  6.0000
307  1 0.0  19.2177  21.1819  6.0000
308  1 0.0  20.6153  21.1819  6.0000
309  1 0.0  17.1212  22.3922  6.0000
310  1 0.0  18.5188  22.3922  6.0000
311  1 0.0  19.2177  23.6025  6.0000
312  1 0.0  20.6153  23.6025  6.0000
313  1 0.0  17.1212  24.8128  6.0000
314  1 0.0  18.5188  24.8128  6.0000
315  1 0.0  19.2177  26.0231  6.0000
316  1 0.0  20.6153  26.0231  6.0000
317  1 0.0  17.1212  27.2334  6.0000
318  1 0.0  18.5188  27.2334  6.0000
319  1 0.0  19.2177  28.4437  6.0000
320  1 0.0  20.6153  28.4437  6.0000
321  1 0.0  17.1212  29.6540  6.0000
322  1 0.0  18.5188  29.6540  6.0000
323  1 0.0  19.2177  30.8643  6.0000
324  1 0.0  20.6153  30.8643  6.0000
325  1 0.0  17.1212  32.0746  6.0000
326  1 0.0  18.5188  32.0746  6.0000
327  1 0.0  19.2177  33.2849  6.0000
328  1 0.0  20.6153  33.2849  6.0000
329  1 0.0  17.1212  34.4952  6.0000
330  1 0.0  18.5188  34.4952  6.0000
331  1 0.0  19.2177  35.7055  6.0000
332  1 0.0  20.6153  35.7055  6.0000
333  1 0.0  17.1212  36.9158  6.0000
334  1 0.0  18.5188  36.9158  6.0000
335  1 0.0  19.2177  38.1261  6.0000
336  1 0.0  20.6153  38.1261  6.0000
337  1 0.0  17.1212  39.3364  6.0000
338  1 0.0  18.5188  39.3364  6.0000
339  1 0.0  19.2177  40.5467  6.0000
340  1 0.0  20.6153  40.5467  6.0000
341  1 0.0  21.3142  0.6069  6.0000
342  1 0.0  22.7118  0.6069  6.0000
343  1 0.0  23.4107  1.8172  6.0000
344  1 0.0  24.8083  1.8172  6.0000
345  1 0.0  21.3142  3.0275  6.0000
346  1 0.0  22.7118  3.0275  6.0000
347  1 0.0  23.4107  4.2378  6.0000
348  1 0.0  24.8083  4.2378  6.0000
349  1 0.0  21.3142  5.4481  6.0000
350  1 0.0  22.7118  5.4481  6.0000
351  1 0.0  23.4107  6.6584  6.0000
352  1 0.0  24.8083  6.6584  6.0000
353  1 0.0  21.3142  7.8687  6.0000
354  1 0.0  22.7118  7.8687  6.0000
355  1 0.0  23.4107  9.0790  6.0000
356  1 0.0  24.8083  9.0790  6.0000
357  1 0.0  21.3142  10.2893  6.0000
358  1 0.0  22.7118  10.2893  6.0000
359  1 0.0  23.4107  11.4996  6.0000
360  1 0.0  24.8083  11.4996  6.0000
361  1 0.0  21.3142  12.7099  6.0000
362  1 0.0  22.7118  12.7099  6.0000
363  1 0.0  23.4107  13.9202  6.0000
364  1 0.0  24.8083  13.9202  6.0000
365  1 0.0  21.3142  15.1305  6.0000
366  1 0.0  22.7118  15.1305  6.0000
367  1 0.0  23.4107  16.3408  6.0000
368  1 0.0  24.8083  16.3408  6.0000
369  1 0.0  21.3142  17.5511  6.0000
370  1 0.0  22.7118  17.5511  6.0000
371  1 0.0  23.4107  18.7614  6.0000
372  1 0.0  24.8083  18.7614  6.0000
373  1 0.0  21.3142  19.9717  6.0000
374  1 0.0  22.7118  19.9717  6.0000
375  1 0.0  23.4107  21.1819  6.0000
376  1 0.0  24.8083  21.1819  6.0000
377  1 0.0  21.3142  22.3922  6.0000
378  1 0.0  22.7118  22.3922  6.0000
379  1 0.0  23.4107  23.6025  6.0000
380  1 0.0  24.8083  23.6025  6.0000
381  1 0.0  21.3142  24.8128  6.0000
382  1 0.0  22.7118  24.8128  6.0000
383  1 0.0  23.4107  26.0231  6.0000
384  1 0.0  24.8083  26.0231  6.0000
385  1 0.0  21.3142  27.2334  6.0000
386  1 0.0  22.7118  27.2334  6.0000
387  1 0.0  23.4107  28.4437  6.0000
388  1 0.0  24.8083  28.4437  6.0000
389  1 0.0  21.3142  29.6540  6.0000
390  1 0.0  22.7118  29.6540  6.0000
391  1 0.0  23.4107  30.8643  6.0000
392  1 0.0  24.8083  30.8643  6.0000
393  1 0.0  21.3142  32.0746  6.0000
394  1 0.0  22.7118  32.0746  6.0000
395  1 0.0  23.4107  33.2849  6.0000
396  1 0.0  24.8083  33.2849  6.0000
397  1 0.0  21.3142  34.4952  6.0000
398  1 0.0  22.7118  34.4952  6.0000
399  1 0.0  23.4107  35.7055  6.0000
400  1 0.0  24.8083  35.7055  6.0000
401  1 0.0  21.3142  36.9158  6.0000
402  1 0.0  22.7118  36.9158  6.0000
403  1 0.0  23.4107  38.1261  6.0000
404  1 0.0  24.8083  38.1261  6.0000
405  1 0.0  21.3142  39.3364  6.0000
406  1 0.0  22.7118  39.3364  6.0000
407  1 0.0  23.4107  40.5467  6.0000
408  1 0.0  24.8083  40.5467  6.0000
409  1 0.0  25.5072  0.6069  6.0000
410  1 0.0  26.9048  0.6069  6.0000
411  1 0.0  27.6037  1.8172  6.0000
412  1 0.0  29.0013  1.8172  6.0000
413  1 0.0  25.5072  3.0275  6.0000
414  1 0.0  26.9048  3.0275  6.0000
415  1 0.0  27.6037  4.2378  6.0000
416  1 0.0  29.0013  4.2378  6.0000
417  1 0.0  25.5072  5.4481  6.0000
418  1 0.0  26.9048  5.4481  6.0000
419  1 0.0  27.6037  6.6584  6.0000
420  1 0.0  29.0013  6.6584  6.0000
421  1 0.0  25.5072  7.8687  6.0000
422  1 0.0  26.9048  7.8687  6.0000
423  1 0.0  27.6037  9.0790  6.0000
424  1 0.0  29.0013  9.0790  6.0000
425  1 0.0  25.5072  10.2893  6.0000
426  1 0.0  26.9048  10.2893  6.0000
427  1 0.0  27.6037  11.4996  6.0000
428  1 0.0  29.0013  11.4996  6.0000
429  1 0.0  25.5072  12.7099  6.0000
430  1 0.0  26.9048  12.7099  6.0000
431  1 0.0  27.6037  13.9202  6.0000
432  1 0.0  29.0013  13.9202  6.0000
433  1 0.0  25.5072  15.1305  6.0000
434  1 0.0  26.9048  15.1305  6.0000
435  1 0.0  27.6037  16.3408  6.0000
436  1 0.0  29.0013  16.3408  6.0000
437  1 0.0  25.5072  17.5511  6.0000
438  1 0.0  26.9048  17.5511  6.0000
439  1 0.0  27.6037  18.7614  6.0000
440  1 0.0  29.0013  18.7614  6.0000
441  1 0.0  25.5072  19.9717  6.0000
442  1 0.0  26.9048  19.9717  6.0000
443  1 0.0  27.6037  21.1819  6.0000
444  1 0.0  29.0013  21.1819  6.0000
445  1 0.0  25.5072  22.3922  6.0000
446  1 0.0  26.9048  22.3922  6.0000
447  1 0.0  27.6037  23.6025  6.0000
448  1 0.0  29.0013  23.6025  6.0000
449  1 0.0  25.5072  24.8128  6.0000
450  1 0.0  26.9048  24.8128  6.0000
451  1 0.0  27.6037  26.0231  6.0000
452  1 0.0  29.0013  26.0231  6.0000
453  1 0.0  25.5072  27.2334  6.0000
454  1 0.0  26.9048  27.2334  6.0000
455  1 0.0  27.6037  28.4437  6.0000
456  1 0.0  29.0013  28.4437  6.0000
457  1 0.0  25.5072  29.6540  6.0000
458  1 0.0  26.9048  29.6540  6.0000
459  1 0.0  27.6037  30.8643  6.0000
460  1 0.0  29.0013  30.8643  6.0000
461  1 0.0  25.5072  32.0746  6.0000
462  1 0.0  26.9048  32.0746  6.0000
463  1 0.0  27.6037  33.2849  6.0000
464  1 0.0  29.0013  33.2849  6.0000
465  1 0.0  25.5072  34.4952  6.0000
466  1 0.0  26.9048  34.4952  6.0000
467  1 0.0  27.6037  35.7055  6.0000
468  1 0.0  29.0013  35.7055  6.0000
469  1 0.0  25.5072  36.9158  6.0000
470  1 0.0  26.9048  36.9158  6.0000
471  1 0.0  27.6037  38.1261  6.0000
472  1 0.0  29.0013  38.1261  6.0000
473  1 0.0  25.5072  39.3364  6.0000
474  1 0.0  26.9048  39.3364  6.0000
475  1 0.0  27.6037  40.5467  6.0000
476  1 0.0  29.0013  40.5467  6.0000
477  1 0.0  29.7002  0.6069  6.0000
478  1 0.0  31.0978  0.6069  6.0000
479  1 0.0  31.7967  1.8172  6.0000
480  1 0.0  33.1943  1.8172  6.0000
481  1 0.0  29.7002  3.0275  6.0000
482  1 0.0  31.0978  3.0275  6.0000
483  1 0.0  31.7967  4.2378  6.0000
484  1 0.0  33.1943  4.2378  6.0000
485  1 0.0  29.7002  5.4481  6.0000
486  1 0.0  31.0978  5.4481  6.0000
487  1 0.0  31.7967  6.6584  6.0000
488  1 0.0  33.1943  6.6584  6.0000
489  1 0.0  29.7002  7.8687  6.0000
490  1 0.0  31.0978  7.8687  6.0000
491  1 0.0  31.7967  9.0790  6.0000
492  1 0.0  33.1943  9.0790  6.0000
493  1 0.0  29.7002  10.2893  6.0000
494  1 0.0  31.0978  10.2893  6.0000
495  1 0.0  31.7967  11.4996  6.0000
496  1 0.0  33.1943  11.4996  6.0000
497  1 0.0  29.7002  12.7099  6.0000
498  1 0.0  31.0978  12.7099  6.0000
499  1 0.0  31.7967  13.9202  6.0000
500  1 0.0  33.1943  13.9202  6.0000
501  1 0.0  29.7002  15.1305  6.0000
502  1 0.0  31.0978  15.1305  6.0000
503  1 0.0  31.7967  16.3408  6.0000
504  1 0.0  33.1943  16.3408  6.0000
505  1 0.0  29.7002  17.5511  6.0000
506  1 0.0  31.0978  17.5511  6.0000
507  1 0.0  31.7967  18.7614  6.0000
508  1 0.0  33.1943  18.7614  6.0000
509  1 0.0  29.7002  19.9717  6.0000
510  1 0.0  31.0978  19.9717  6.0000
511  1 0.0  31.7967  21.1819  6.0000
512  1 0.0  33.1943  21.1819  6.0000
513  1 0.0  29.7002  22.3922  6.0000
514  1 0.0  31.0978  22.3922  6.0000
515  1 0.0  31.7967  23.6025  6.0000
516  1 0.0  33.1943  23.6025  6.0000
517  1 0.0  29.7002  24.8128  6.0000
518  1 0.0  31.0978  24.8128  6.0000
519  1 0.0  31.7967  26.0231  6.0000
520  1 0.0  33.1943  26.0231  6.0000
521  1 0.0  29.7002  27.2334  6.0000
522  1 0.0  31.0978  27.2334  6.0000
523  1 0.0  31.7967  28.4437  6.0000
524  1 0.0  33.1943  28.4437  6.0000
525  1 0.0  29.7002  29.6540  6.0000
526  1 0.0  31.0978  29.6540  6.0000
527  1 0.0  31.7967  30.8643  6.0000
528  1 0.0  33.1943  30.8643  6.0000
529  1 0.0  29.7002  32.0746  6.0000
530  1 0.0  31.0978  32.0746  6.0000
531  1 0.0  31.7967  33.2849  6.0000
532  1 0.0  33.1943  33.2849  6.0000
533  1 0.0  29.7002  34.4952  6.0000
534  1 0.0  31.0978  34.4952  6.0000
535  1 0.0  31.7967  35.7055  6.0000
536  1 0.0  33.1943  35.7055  6.0000
537  1 0.0  29.7002  36.9158  6.0000
538  1 0.0  31.0978  36.9158  6.0000
539  1 0.0  31.7967  38.1261  6.0000
540  1 0.0  33.1943  38.1261  6.0000
541  1 0.0  29.7002  39.3364  6.0000
542  1 0.0  31.0978  39.3364  6.0000
543  1 0.0  31.7967  40.5467  6.0000
544  1 0.0  33.1943  40.5467  6.0000
545  1 0.0  33.8932  0.6069  6.0000
546  1 0.0  35.2908  0.6069  6.0000
547  1 0.0  35.9897  1.8172  6.0000
548  1 0.0  37.3873  1.8172  6.0000
549  1 0.0  33.8932  3.0275  6.0000
550  1 0.0  35.2908  3.0275  6.0000
551  1 0.0  35.9897  4.2378  6.0000
552  1 0.0  37.3873  4.2378  6.0000
553  1 0.0  33.8932  5.4481  6.0000
554  1 0.0  35.2908  5.4481  6.0000
555  1 0.0  35.9897  6.6584  6.0000
556  1 0.0  37.3873  6.6584  6.0000
557  1 0.0  33.8932  7.8687  6.0000
558  1 0.0  35.2908  7.8687  6.0000
559  1 0.0  35.9897  9.0790  6.0000
560  1 0.0  37.3873  9.0790  6.0000
561  1 0.0  33.8932  10.2893  6.0000
